epoch,pde_loss,l2_error,learning_rate
0,21402.1015625,0.08672956377267838,5e-05
1,21323.130859375,0.08671202510595322,5e-05
2,21248.2109375,0.08669580519199371,5e-05
3,21174.25390625,0.08668173104524612,5e-05
4,21101.865234375,0.08666947484016418,5e-05
5,21028.826171875,0.08665957301855087,5e-05
6,20956.923828125,0.08665044605731964,5e-05
7,20884.833984375,0.08664301037788391,5e-05
8,20812.83203125,0.08663521707057953,5e-05
9,20739.431640625,0.08662958443164825,5e-05
10,20665.369140625,0.0866270661354065,5e-05
11,20590.1796875,0.08662610501050949,5e-05
12,20514.51953125,0.08662556856870651,5e-05
13,20439.263671875,0.08662571758031845,5e-05
14,20363.638671875,0.08662543445825577,5e-05
15,20287.537109375,0.08662515878677368,5e-05
16,20210.9921875,0.08662397414445877,5e-05
17,20132.857421875,0.08662226796150208,5e-05
18,20053.923828125,0.0866222232580185,5e-05
19,19973.876953125,0.08662281930446625,5e-05
20,19893.265625,0.08662407845258713,5e-05
21,19811.31640625,0.08662596344947815,5e-05
22,19730.21484375,0.08662813901901245,5e-05
23,19648.513671875,0.08663074672222137,5e-05
24,19566.140625,0.08663299679756165,5e-05
25,19483.017578125,0.08663643896579742,5e-05
26,19399.37890625,0.08664008975028992,5e-05
27,19316.2578125,0.08664398640394211,5e-05
28,19233.037109375,0.08664719760417938,5e-05
29,19148.5,0.08665049076080322,5e-05
30,19062.830078125,0.08665504306554794,5e-05
31,18978.00390625,0.08665960282087326,5e-05
32,18892.375,0.08666401356458664,5e-05
33,18807.17578125,0.08666768670082092,5e-05
34,18721.35546875,0.08667179197072983,5e-05
35,18635.771484375,0.0866755023598671,5e-05
36,18550.0,0.0866793841123581,5e-05
37,18464.908203125,0.08668316900730133,5e-05
38,18379.115234375,0.08668581396341324,5e-05
39,18294.5859375,0.08668793737888336,5e-05
40,18210.314453125,0.08669018745422363,5e-05
41,18126.080078125,0.08669224381446838,5e-05
42,18043.31640625,0.08669399470090866,5e-05
43,17960.255859375,0.08669661730527878,5e-05
44,17877.328125,0.086698517203331,5e-05
45,17792.669921875,0.08670060336589813,5e-05
46,17708.9296875,0.086702361702919,5e-05
47,17627.17578125,0.08670401573181152,5e-05
48,17545.14453125,0.08670534938573837,5e-05
49,17464.65625,0.08670704066753387,5e-05
50,17384.56640625,0.08670888096094131,5e-05
51,17305.3515625,0.08671082556247711,5e-05
52,17226.603515625,0.0867118239402771,5e-05
53,17148.029296875,0.08671334385871887,5e-05
54,17070.720703125,0.08671595901250839,5e-05
55,16993.0,0.08671770989894867,5e-05
56,16915.806640625,0.08671951293945312,5e-05
57,16839.486328125,0.08672000467777252,5e-05
58,16764.896484375,0.08671941608190536,5e-05
59,16690.529296875,0.08671830594539642,5e-05
60,16618.171875,0.0867161676287651,5e-05
61,16546.521484375,0.08671431988477707,5e-05
62,16475.1015625,0.08671189099550247,5e-05
63,16403.974609375,0.08670882880687714,5e-05
64,16333.95703125,0.08670667558908463,5e-05
65,16263.681640625,0.08670487254858017,5e-05
66,16193.4638671875,0.08670233935117722,5e-05
67,16124.8017578125,0.08669924736022949,5e-05
68,16055.9638671875,0.08669620752334595,5e-05
69,15988.001953125,0.08669407665729523,5e-05
70,15919.47265625,0.08669160306453705,5e-05
71,15852.0478515625,0.08668862283229828,5e-05
72,15784.6435546875,0.08668527752161026,5e-05
73,15718.353515625,0.08668144792318344,5e-05
74,15652.623046875,0.08667794615030289,5e-05
75,15586.5771484375,0.08667316287755966,5e-05
76,15521.3349609375,0.08666723966598511,5e-05
77,15456.1943359375,0.08666125684976578,5e-05
78,15390.9111328125,0.08665525168180466,5e-05
79,15325.443359375,0.08664922416210175,5e-05
80,15260.69140625,0.08664379268884659,5e-05
81,15195.296875,0.08663716912269592,5e-05
82,15130.29296875,0.0866304263472557,5e-05
83,15065.3212890625,0.08662348985671997,5e-05
84,15000.611328125,0.08661679178476334,5e-05
85,14936.3515625,0.08661045134067535,5e-05
86,14873.1474609375,0.0866042971611023,5e-05
87,14809.4755859375,0.08659838140010834,5e-05
88,14746.9462890625,0.08659125119447708,5e-05
89,14683.8076171875,0.08658576011657715,5e-05
90,14621.494140625,0.08658038824796677,5e-05
91,14559.283203125,0.08657493442296982,5e-05
92,14496.548828125,0.08656910061836243,5e-05
93,14434.5849609375,0.08656294643878937,5e-05
94,14371.9072265625,0.08655527979135513,5e-05
95,14310.58984375,0.08654962480068207,5e-05
96,14247.962890625,0.08654385060071945,5e-05
97,14186.4990234375,0.08653805404901505,5e-05
98,14124.9794921875,0.08653364330530167,5e-05
99,14062.88671875,0.08652913570404053,5e-05
100,14001.62109375,0.0865263119339943,5e-05
101,13940.533203125,0.08652334660291672,5e-05
102,13879.890625,0.08652058988809586,5e-05
103,13819.0263671875,0.08651778846979141,5e-05
104,13757.6640625,0.0865173190832138,5e-05
105,13697.2333984375,0.08651581406593323,5e-05
106,13636.1650390625,0.08651364594697952,5e-05
107,13575.71875,0.08651134371757507,5e-05
108,13515.451171875,0.0865117758512497,5e-05
109,13454.8662109375,0.08651240170001984,5e-05
110,13394.86328125,0.08651341497898102,5e-05
111,13335.1611328125,0.08651477098464966,5e-05
112,13275.5966796875,0.08651719987392426,5e-05
113,13216.3994140625,0.08651840686798096,5e-05
114,13157.708984375,0.08652020245790482,5e-05
115,13098.5078125,0.08652160316705704,5e-05
116,13038.80859375,0.08652397245168686,5e-05
117,12980.076171875,0.08652469515800476,5e-05
118,12921.49609375,0.08652588725090027,5e-05
119,12863.1376953125,0.08652844280004501,5e-05
120,12804.9462890625,0.08653159439563751,5e-05
121,12746.8701171875,0.08653422445058823,5e-05
122,12689.146484375,0.08653724938631058,5e-05
123,12631.8994140625,0.08654091507196426,5e-05
124,12575.412109375,0.08654146641492844,5e-05
125,12518.6904296875,0.08654218167066574,5e-05
126,12461.271484375,0.08654268085956573,5e-05
127,12404.6259765625,0.08654443174600601,5e-05
128,12349.1630859375,0.0865456834435463,5e-05
129,12292.189453125,0.08654815703630447,5e-05
130,12234.7724609375,0.08655237406492233,5e-05
131,12178.4423828125,0.0865570604801178,5e-05
132,12121.8447265625,0.08655910938978195,5e-05
133,12065.6416015625,0.08656276762485504,5e-05
134,12009.744140625,0.08656691759824753,5e-05
135,11953.421875,0.08657396584749222,5e-05
136,11898.744140625,0.0865778997540474,5e-05
137,11843.1064453125,0.08658254146575928,5e-05
138,11788.25390625,0.08658361434936523,5e-05
139,11733.189453125,0.08658625930547714,5e-05
140,11679.2607421875,0.08658867329359055,5e-05
141,11625.9033203125,0.08659353852272034,5e-05
142,11571.396484375,0.08659575134515762,5e-05
143,11518.365234375,0.08659796416759491,5e-05
144,11465.2666015625,0.08659923076629639,5e-05
145,11413.2109375,0.08660073578357697,5e-05
146,11359.9423828125,0.08660157769918442,5e-05
147,11307.810546875,0.08660108596086502,5e-05
148,11255.8134765625,0.08659788221120834,5e-05
149,11204.7900390625,0.0865953117609024,5e-05
150,11153.318359375,0.08659238368272781,5e-05
151,11102.5517578125,0.08658909052610397,5e-05
152,11051.3642578125,0.08658512681722641,5e-05
153,11001.0556640625,0.0865827277302742,5e-05
154,10951.00390625,0.08658133447170258,5e-05
155,10900.982421875,0.08658067882061005,5e-05
156,10850.876953125,0.08657959848642349,5e-05
157,10801.92578125,0.08657561242580414,5e-05
158,10752.560546875,0.08656841516494751,5e-05
159,10704.23828125,0.08656501770019531,5e-05
160,10656.09375,0.08656442910432816,5e-05
161,10608.4697265625,0.08656240254640579,5e-05
162,10560.2841796875,0.08655895292758942,5e-05
163,10512.9560546875,0.08655747771263123,5e-05
164,10465.5322265625,0.08655509352684021,5e-05
165,10418.189453125,0.0865529403090477,5e-05
166,10371.3779296875,0.08655009418725967,5e-05
167,10326.1826171875,0.086550273001194,5e-05
168,10279.939453125,0.08654818683862686,5e-05
169,10235.06640625,0.08654565364122391,5e-05
170,10190.3359375,0.0865415707230568,5e-05
171,10145.5244140625,0.08653749525547028,5e-05
172,10101.0166015625,0.08653470873832703,5e-05
173,10057.3525390625,0.08653052896261215,5e-05
174,10014.5791015625,0.08652900159358978,5e-05
175,9971.4267578125,0.08652663230895996,5e-05
176,9929.1591796875,0.0865224301815033,5e-05
177,9886.7783203125,0.08652086555957794,5e-05
178,9844.4599609375,0.08651982247829437,5e-05
179,9802.798828125,0.08651860803365707,5e-05
180,9762.0078125,0.0865190401673317,5e-05
181,9720.431640625,0.0865136981010437,5e-05
182,9680.9404296875,0.08650743961334229,5e-05
183,9640.439453125,0.08650234341621399,5e-05
184,9601.1171875,0.08649856597185135,5e-05
185,9561.8037109375,0.0864931121468544,5e-05
186,9522.466796875,0.08648458868265152,5e-05
187,9483.0302734375,0.08647722005844116,5e-05
188,9444.51953125,0.08647257834672928,5e-05
189,9406.294921875,0.08647026866674423,5e-05
190,9367.66796875,0.08646495640277863,5e-05
191,9329.0771484375,0.08645723760128021,5e-05
192,9291.6806640625,0.08645006269216537,5e-05
193,9254.3798828125,0.08644615858793259,5e-05
194,9217.8427734375,0.08644124120473862,5e-05
195,9180.134765625,0.0864347517490387,5e-05
196,9143.1845703125,0.08643041551113129,5e-05
197,9106.1591796875,0.08642622828483582,5e-05
198,9069.8955078125,0.08641795814037323,5e-05
199,9033.154296875,0.08641143888235092,5e-05
200,8996.572265625,0.08640570938587189,5e-05
201,8960.18359375,0.08639774471521378,5e-05
202,8923.5810546875,0.08638876676559448,5e-05
203,8887.1904296875,0.08637865632772446,5e-05
