epoch,pde_loss,l2_error,learning_rate
0,21367.6796875,0.08310072869062424,5e-05
1,21186.505859375,0.08306881785392761,5e-05
2,21012.291015625,0.0830446109175682,5e-05
3,20845.703125,0.08301658183336258,5e-05
4,20679.673828125,0.08298686891794205,5e-05
5,20516.99609375,0.08296340703964233,5e-05
6,20354.361328125,0.0829443410038948,5e-05
7,20195.447265625,0.08292786777019501,5e-05
8,20037.611328125,0.0829114094376564,5e-05
9,19879.91796875,0.0828932523727417,5e-05
10,19723.36328125,0.0828743427991867,5e-05
11,19568.845703125,0.08285696804523468,5e-05
12,19415.322265625,0.08284119516611099,5e-05
13,19261.96875,0.0828249379992485,5e-05
14,19111.361328125,0.08281062543392181,5e-05
15,18959.58984375,0.08279647678136826,5e-05
16,18811.19921875,0.08278153836727142,5e-05
17,18663.830078125,0.08276446908712387,5e-05
18,18516.51171875,0.08274943381547928,5e-05
19,18370.546875,0.08273866027593613,5e-05
20,18227.37890625,0.08272897452116013,5e-05
21,18084.966796875,0.08272255957126617,5e-05
22,17944.455078125,0.08271674811840057,5e-05
23,17804.478515625,0.08271383494138718,5e-05
24,17665.28515625,0.08271092176437378,5e-05
25,17530.859375,0.08270417898893356,5e-05
26,17398.67578125,0.08269796520471573,5e-05
27,17269.791015625,0.08269356936216354,5e-05
28,17142.083984375,0.08269476890563965,5e-05
29,17016.66796875,0.08269824832677841,5e-05
30,16893.26171875,0.08270193636417389,5e-05
31,16773.90625,0.08270291239023209,5e-05
32,16656.0546875,0.08270058035850525,5e-05
33,16540.390625,0.08269721269607544,5e-05
34,16426.27734375,0.08269501477479935,5e-05
35,16314.0341796875,0.08269256353378296,5e-05
36,16202.0283203125,0.08269002288579941,5e-05
37,16092.9736328125,0.08268924802541733,5e-05
38,15984.21484375,0.08268729597330093,5e-05
39,15876.6748046875,0.08268478512763977,5e-05
40,15771.7734375,0.08268271386623383,5e-05
41,15667.701171875,0.0826822966337204,5e-05
42,15564.6748046875,0.0826835036277771,5e-05
43,15462.134765625,0.08268486708402634,5e-05
44,15361.0166015625,0.08268523961305618,5e-05
45,15260.9677734375,0.08268463611602783,5e-05
46,15162.943359375,0.08268412947654724,5e-05
47,15066.001953125,0.08268266916275024,5e-05
48,14969.482421875,0.08268246054649353,5e-05
49,14874.1572265625,0.08268075436353683,5e-05
50,14779.4228515625,0.08267912268638611,5e-05
51,14685.73046875,0.08267590403556824,5e-05
52,14592.1962890625,0.08267232775688171,5e-05
53,14500.8125,0.08266857266426086,5e-05
54,14408.2822265625,0.08266446739435196,5e-05
55,14316.744140625,0.08266080915927887,5e-05
56,14225.4326171875,0.08265701681375504,5e-05
57,14135.31640625,0.08265332877635956,5e-05
58,14043.1611328125,0.08264683932065964,5e-05
59,13951.291015625,0.08264261484146118,5e-05
60,13860.4892578125,0.0826389342546463,5e-05
61,13770.1591796875,0.08263445645570755,5e-05
62,13680.0673828125,0.08262629806995392,5e-05
63,13589.41015625,0.08261911571025848,5e-05
64,13500.3818359375,0.08261304348707199,5e-05
65,13411.078125,0.08260870724916458,5e-05
66,13322.1201171875,0.08260294049978256,5e-05
67,13233.6298828125,0.08259756863117218,5e-05
68,13145.189453125,0.08259027451276779,5e-05
69,13058.564453125,0.08258214592933655,5e-05
70,12971.2255859375,0.0825725570321083,5e-05
71,12886.3134765625,0.0825638622045517,5e-05
72,12800.1953125,0.08255387097597122,5e-05
73,12714.1953125,0.08254418522119522,5e-05
74,12629.650390625,0.08253686875104904,5e-05
75,12545.556640625,0.08252838253974915,5e-05
76,12462.8310546875,0.0825185775756836,5e-05
77,12380.482421875,0.08250946551561356,5e-05
78,12297.7958984375,0.08249951899051666,5e-05
79,12214.7353515625,0.08249051868915558,5e-05
80,12133.21484375,0.08248373866081238,5e-05
81,12053.1123046875,0.08247540146112442,5e-05
82,11973.4169921875,0.08246628940105438,5e-05
83,11893.458984375,0.08245668560266495,5e-05
84,11814.2587890625,0.08244845271110535,5e-05
85,11736.6005859375,0.08243987709283829,5e-05
86,11658.236328125,0.08243001252412796,5e-05
87,11581.15625,0.08242099732160568,5e-05
88,11505.0068359375,0.08240876346826553,5e-05
